"","id","isResult","h.id","h.title","h.short_title","a.id","a.title","a.short_title","goals.h","goals.a","xG.h","xG.a","datetime","forecast.w","forecast.d","forecast.l"
"141","15902",TRUE,166,Montpellier,MPL,180,Metz,MET,0,2,0.892487,1.63826,"2020-12-16 18:00:00",0.1545,0.2505,0.595
"142","15903",TRUE,235,Nimes,NIM,170,Nice,NIC,0,2,0.994031,1.97897,"2020-12-16 18:00:00",0.139,0.2235,0.6375
"143","15905",TRUE,177,Reims,REI,168,Nantes,NAN,3,2,1.74124,2.08259,"2020-12-16 18:00:00",0.2574,0.2898,0.4528
"144","15897",TRUE,163,Rennes,REN,164,Marseille,MAR,2,1,1.16849,1.24235,"2020-12-16 20:00:00",0.3185,0.3074,0.3741
"145","15898",TRUE,176,Bordeaux,BOR,175,Saint-Etienne,SEN,1,2,0.552558,2.18745,"2020-12-16 20:00:00",0.0445,0.1324,0.8231
"146","15900",TRUE,178,Lyon,LYO,241,Brest,BRE,2,2,3.29974,1.28136,"2020-12-16 20:00:00",0.84,0.1139,0.0461
"147","15901",TRUE,171,Monaco,MON,210,Lens,LEN,0,3,0.928491,0.963125,"2020-12-16 20:00:00",0.3173,0.3399,0.3428
"148","15904",TRUE,161,Paris Saint Germain,PSG,179,Lorient,LOR,2,0,2.80047,1.30249,"2020-12-16 20:00:00",0.7377,0.1686,0.0937
"149","15910",TRUE,180,Metz,MET,210,Lens,LEN,2,0,1.16038,1.14532,"2020-12-19 16:00:00",0.3406,0.318,0.3414
"150","15909",TRUE,164,Marseille,MAR,177,Reims,REI,1,1,1.50569,0.363146,"2020-12-19 18:00:00",0.7017,0.2411,0.0572
"151","15912",TRUE,170,Nice,NIC,178,Lyon,LYO,1,4,0.761993,3.1134,"2020-12-19 20:00:00",0.018,0.0723,0.9097
"152","15906",TRUE,241,Brest,BRE,166,Montpellier,MPL,2,2,2.16892,0.522177,"2020-12-20 12:00:00",0.7907,0.1517,0.0576
"153","15907",TRUE,181,Dijon,DJN,171,Monaco,MON,0,1,1.17666,1.12699,"2020-12-20 14:00:00",0.3583,0.3223,0.3194
"154","15911",TRUE,168,Nantes,NAN,167,Angers,ANG,1,1,0.573136,0.942065,"2020-12-20 14:00:00",0.2034,0.3652,0.4314
"155","15913",TRUE,225,Strasbourg,STR,176,Bordeaux,BOR,0,2,1.0111,1.30968,"2020-12-20 14:00:00",0.2665,0.299,0.4345
"156","15914",TRUE,175,Saint-Etienne,SEN,235,Nimes,NIM,2,2,2.94469,1.50557,"2020-12-20 14:00:00",0.7352,0.1758,0.089
"157","15908",TRUE,179,Lorient,LOR,163,Rennes,REN,0,3,1.0355,1.00048,"2020-12-20 16:00:00",0.366,0.3143,0.3197
"158","15915",TRUE,160,Lille,LIL,161,Paris Saint Germain,PSG,0,0,0.394389,0.552443,"2020-12-20 20:00:00",0.2016,0.4835,0.3149
"159","15916",TRUE,170,Nice,NIC,179,Lorient,LOR,2,2,0.656687,2.13449,"2020-12-23 18:00:00",0.0373,0.1808,0.7819
"160","15919",TRUE,176,Bordeaux,BOR,177,Reims,REI,1,3,1.2121,1.30331,"2020-12-23 18:00:00",0.3131,0.3109,0.376
"161","15920",TRUE,210,Lens,LEN,241,Brest,BRE,2,1,2.02607,1.17648,"2020-12-23 18:00:00",0.5942,0.2611,0.1447
"162","15923",TRUE,163,Rennes,REN,180,Metz,MET,1,0,0.66303,0.83489,"2020-12-23 18:00:00",0.2609,0.3669,0.3722
"163","15925",TRUE,235,Nimes,NIM,181,Dijon,DJN,1,3,0.958657,1.60068,"2020-12-23 18:00:00",0.1938,0.2749,0.5313
"164","15917",TRUE,166,Montpellier,MPL,160,Lille,LIL,2,3,1.19046,1.70435,"2020-12-23 20:00:00",0.2083,0.2766,0.5151
"165","15918",TRUE,167,Angers,ANG,164,Marseille,MAR,2,1,0.780388,1.49756,"2020-12-23 20:00:00",0.1365,0.2614,0.6021
"166","15921",TRUE,178,Lyon,LYO,168,Nantes,NAN,3,0,3.9821,1.10394,"2020-12-23 20:00:00",0.9043,0.0643,0.0314
"167","15922",TRUE,171,Monaco,MON,175,Saint-Etienne,SEN,2,2,0.680448,1.97218,"2020-12-23 20:00:00",0.0689,0.1969,0.7342
"168","15924",TRUE,161,Paris Saint Germain,PSG,225,Strasbourg,STR,4,0,3.11615,0.417249,"2020-12-23 20:00:00",0.9522,0.0389,0.0089
"169","15927",TRUE,179,Lorient,LOR,171,Monaco,MON,2,5,0.61232,2.81772,"2021-01-06 18:00:00",0.0154,0.0669,0.9177
"170","15930",TRUE,180,Metz,MET,176,Bordeaux,BOR,0,0,0.71749,0.667484,"2021-01-06 18:00:00",0.3297,0.3952,0.2751
"171","15931",TRUE,168,Nantes,NAN,163,Rennes,REN,0,0,0.600663,0.490669,"2021-01-06 18:00:00",0.3284,0.4335,0.2381
"172","15934",TRUE,225,Strasbourg,STR,235,Nimes,NIM,5,0,4.64764,0.826798,"2021-01-06 18:00:00",0.9831,0.0135,0.0034
"173","15935",TRUE,241,Brest,BRE,170,Nice,NIC,2,0,1.13297,1.37393,"2021-01-06 18:00:00",0.2897,0.2907,0.4196
"174","15926",TRUE,160,Lille,LIL,167,Angers,ANG,1,2,0.285307,0.413017,"2021-01-06 20:00:00",0.1744,0.5533,0.2723
"175","15928",TRUE,178,Lyon,LYO,210,Lens,LEN,3,2,1.82314,0.947234,"2021-01-06 20:00:00",0.6177,0.2353,0.147
"176","15929",TRUE,164,Marseille,MAR,166,Montpellier,MPL,3,1,2.52375,1.17896,"2021-01-06 20:00:00",0.7091,0.1713,0.1196
"177","15932",TRUE,177,Reims,REI,181,Dijon,DJN,0,0,0.878332,0.125669,"2021-01-06 20:00:00",0.6205,0.339,0.0405
"178","15933",TRUE,175,Saint-Etienne,SEN,161,Paris Saint Germain,PSG,1,1,1.29987,1.39496,"2021-01-06 20:00:00",0.3321,0.2849,0.383
