"","id","fid","h","a","date","league_id","season","h_goals","a_goals","team_h","team_a","h_xg","a_xg","h_w","h_d","h_l","league","h_shot","a_shot","h_shotOnTarget","a_shotOnTarget","h_deep","a_deep","a_ppda","h_ppda"
"1","12501","1388237","131","119","2019-11-10 14:30:00","3","2019","0","2","Wolfsburg","Bayer Leverkusen","0.571444","1.20713","0.1639","0.3051","0.531","Bundesliga","10","9","1","4","4","0","9.4167","10.3438"
"1","12496","1388247","135","132","2019-11-10 17:00:00","3","2019","1","0","Freiburg","Eintracht Frankfurt","0.773034","1.13495","0.2278","0.3214","0.4508","Bundesliga","13","17","7","6","6","7","19.0000","10.4444"
"1","12502","1388196","129","205","2019-11-22 19:30:00","3","2019","3","3","Borussia Dortmund","Paderborn","1.9077","2.10743","0.3193","0.2439","0.4368","Bundesliga","17","9","7","4","14","3","31.8571","6.0000"
"1","12503","1388202","119","135","2019-11-23 14:30:00","3","2019","1","1","Bayer Leverkusen","Freiburg","3.96943","1.25233","0.9096","0.0698","0.0206","Bundesliga","27","8","9","2","7","4","19.7000","6.8500"
"1","12505","1388216","233","117","2019-11-23 14:30:00","3","2019","0","4","Fortuna Duesseldorf","Bayern Munich","0.443491","3.81728","0.0026","0.0229","0.9745","Bundesliga","13","17","1","5","3","14","5.5652","32.3846"
"1","12507","1388208","123","124","2019-11-23 14:30:00","3","2019","1","2","Werder Bremen","Schalke 04","1.7254","0.660152","0.6936","0.218","0.0884","Bundesliga","18","11","5","5","7","4","9.3333","8.5758"
"1","12508","1388205","132","131","2019-11-23 14:30:00","3","2019","0","2","Eintracht Frankfurt","Wolfsburg","0.848135","1.35049","0.2162","0.2784","0.5054","Bundesliga","17","9","9","6","9","4","9.3200","3.1852"
"1","12509","1388224","240","130","2019-11-23 14:30:00","3","2019","2","0","Union Berlin","Borussia M.Gladbach","1.49758","0.95814","0.5253","0.2814","0.1933","Bundesliga","11","13","6","2","4","7","10.8667","15.4000"
"1","12504","1388199","136","134","2019-11-23 17:30:00","3","2019","4","1","RasenBallsport Leipzig","FC Cologne","2.57218","0.886616","0.79","0.1481","0.0619","Bundesliga","21","6","8","1","22","3","30.0714","9.8333"
"1","12510","1388220","121","122","2019-11-24 14:30:00","3","2019","4","0","Augsburg","Hertha Berlin","1.76885","0.801011","0.6362","0.2446","0.1192","Bundesliga","14","5","5","1","2","2","14.1667","11.1304"
"1","12506","1388212","120","125","2019-11-24 17:00:00","3","2019","1","5","Hoffenheim","Mainz 05","2.15404","2.10482","0.3994","0.2186","0.382","Bundesliga","22","12","9","5","9","4","11.4074","9.1176"
"1","12515","1388435","124","240","2019-11-29 19:30:00","3","2019","2","1","Schalke 04","Union Berlin","1.27089","1.65551","0.2606","0.277","0.4624","Bundesliga","17","17","8","7","9","1","12.3913","11.1500"
"1","12513","1388433","122","129","2019-11-30 14:30:00","3","2019","1","2","Hertha Berlin","Borussia Dortmund","0.751161","1.48269","0.1566","0.2568","0.5866","Bundesliga","13","7","3","5","7","9","15.9500","8.9697"
"1","12516","1388436","134","121","2019-11-30 14:30:00","3","2019","1","1","FC Cologne","Augsburg","1.07293","2.28696","0.1031","0.1833","0.7136","Bundesliga","12","11","6","4","8","5","12.0000","8.8636"
"1","12517","1388437","205","136","2019-11-30 14:30:00","3","2019","2","3","Paderborn","RasenBallsport Leipzig","1.55563","1.79269","0.3265","0.2477","0.4258","Bundesliga","8","18","4","7","4","10","8.2973","9.1935"
"1","12518","1388240","120","233","2019-11-30 14:30:00","3","2019","1","1","Hoffenheim","Fortuna Duesseldorf","2.69182","0.884323","0.8238","0.1207","0.0555","Bundesliga","12","11","6","3","6","3","11.2857","14.8500"
"1","12512","1388228","117","119","2019-11-30 17:30:00","3","2019","1","2","Bayern Munich","Bayer Leverkusen","2.24624","1.44804","0.5602","0.2165","0.2233","Bundesliga","24","11","11","7","16","3","20.5000","4.6071"
"1","12511","1388232","130","135","2019-12-01 14:30:00","3","2019","4","2","Borussia M.Gladbach","Freiburg","5.28668","1.5268","0.9672","0.0257","0.0071","Bundesliga","23","12","13","4","19","3","14.1667","15.6471"
"1","12519","1388236","131","123","2019-12-01 17:00:00","3","2019","2","3","Wolfsburg","Werder Bremen","2.7056","1.29088","0.7363","0.1753","0.0884","Bundesliga","20","10","6","3","7","2","12.2857","5.5833"
"1","12514","1388434","125","132","2019-12-02 19:30:00","3","2019","2","1","Mainz 05","Eintracht Frankfurt","2.05075","2.0102","0.3865","0.253","0.3605","Bundesliga","18","14","8","4","12","6","11.7778","6.2963"
"1","12524","1388249","132","122","2019-12-06 19:30:00","3","2019","2","2","Eintracht Frankfurt","Hertha Berlin","2.6934","1.43518","0.681","0.1932","0.1258","Bundesliga","25","9","6","3","9","1","12.9412","6.0000"
"1","12520","1388438","129","233","2019-12-07 14:30:00","3","2019","5","0","Borussia Dortmund","Fortuna Duesseldorf","3.95015","0.102341","0.9917","0.008","0.0003","Bundesliga","23","2","10","0","24","4","34.2000","8.1154"
"1","12521","1388439","136","120","2019-12-07 14:30:00","3","2019","3","1","RasenBallsport Leipzig","Hoffenheim","3.5887","1.28019","0.8615","0.0946","0.0439","Bundesliga","25","11","14","1","5","8","9.8750","10.5789"
"1","12523","1388246","130","117","2019-12-07 14:30:00","3","2019","2","1","Borussia M.Gladbach","Bayern Munich","1.33084","1.74378","0.2524","0.2912","0.4564","Bundesliga","7","16","3","5","2","8","5.5758","9.9688"
"1","12526","1388255","135","131","2019-12-07 14:30:00","3","2019","1","0","Freiburg","Wolfsburg","0.434528","1.59205","0.0777","0.203","0.7193","Bundesliga","10","10","3","0","2","2","7.2069","8.8571"
"1","12527","1388258","121","125","2019-12-07 14:30:00","3","2019","2","1","Augsburg","Mainz 05","3.03979","0.426387","0.9462","0.0437","0.0101","Bundesliga","18","12","5","3","9","3","6.9615","9.8500"
